OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total, Last Revised
4983,"Burnbrood, The Freezer",Archring Borough,27.00,Phantasmal Smokezephyr Mercury Of Men,288.00,211.20,192.00,60825.6000,55296.0000,147474.43200000,10/11/2007 @ 12:00:00 AM
37859,"Law, Lionwatcher",The Greedy Wench,13.31,Ghouls' Imperial Soulzephyr Mithril Of The Seas,97.00,318.23,318.23,30868.3100,30868.3100,69953.76412200,10/11/2017 @ 12:00:00 AM
37801,"Alik, Goddess of Trickery",The Greedy Wench,13.31,Stone Soulsteel Of The Skies,68.00,453.31,453.31,30825.0800,30825.0800,69855.79629600,10/11/2017 @ 12:00:00 AM
2673,"Mecharig, The Living Device",The Dismal Marsh,27.00,Timeiron,224.00,3255.00,-14.77,729120.0000,-3308.4800,921780.63040000,10/11/2007 @ 12:00:00 AM
11361,"Flora, Amberslayer",The Broken Shield,12.00,Swordbronze,295.00,333.30,303.00,98323.5000,89385.0000,210233.52000000,10/11/2007 @ 12:00:00 AM
22027,"Rune, Rougehate",The Nulukkhath Spires,28.99,Fog Lavaplatinum Of Life,90.00,560.35,509.41,50431.5000,45846.9000,124189.50816000,10/11/2007 @ 12:00:00 AM
24870,"Cult, Godseeker",The Forsaken Sepulcher of Sorrows,31.36,Negative Rockglitter Mercury Of Trolls,178.00,235.59,214.17,41935.0200,38122.2600,105163.24300800,10/11/2007 @ 12:00:00 AM
1574,"Lenwenye, Goddess of Travel",The Broken Arrow,16.00,Fog Lavaplatinum Of Life,185.00,2232.00,463.10,412920.0000,85673.5000,578368.46000000,10/11/2007 @ 12:00:00 AM
11716,"Finarfin, God of Protection",The Broken Shield,12.00,Lycanthropes' Gold,135.00,371.80,338.00,50193.0000,45630.0000,107321.76000000,10/11/2007 @ 12:00:00 AM
33322,"Magus, Felldrake",Pewold Keep,29.00,Fairies' Supreme Mistsmoke Lead Of The Future,157.00,499.73,549.70,78457.6100,86302.9000,212541.05790000,10/11/2007 @ 12:00:00 AM
9197,"Byzou, God of Animals",Gena's Hold,4.40,Planar Mudtin Of Trolls,300.00,191.40,174.00,57420.0000,52200.0000,114443.28000000,10/11/2007 @ 12:00:00 AM
34965,"Springpulley, The Binder",The Bastion of the Vampire Duke,45.86,Yellow Mistearth Copper,328.00,287.98,261.80,94457.4400,85870.4000,263026.18742400,10/11/2007 @ 12:00:00 AM
33695,"Rune, Rougehate",The Archer and Scroll,60.12,Undeads' Mind Orichalcum Of The Twilight,102.00,1169.00,364.69,119238.0000,37198.3800,250485.93165600,10/11/2007 @ 12:00:00 AM
9462,"Evilember, The Firey",The Black Barrow of Bery,19.80,Unknown Fatelightning Steel Of The Glacier,211.00,119.90,131.89,25298.9000,27828.7900,63646.97262000,10/11/2007 @ 12:00:00 AM
17029,"Sunrise, Godwarlock",Gena's Hold,5.85,Warlocks' Timerot Mithril,60.00,725.00,176.95,43500.0000,10617.0000,57282.84450000,10/11/2007 @ 12:00:00 AM
143,"Nailpiston, The Grasping",Gili's Delve,35.89,Unicorns' Fatal Magma Metal Of The Ocean,113.00,903.00,23.00,102039.0000,2599.0000,142192.57820000,10/11/2007 @ 12:00:00 AM
807,"Avriel, God of Death",The Bloody Wand,1.98,Violetstone Tin Of Death,347.00,2091.85,19.00,725871.9500,6593.0000,746967.75601000,10/11/2007 @ 12:00:00 AM
5382,Deathbrood,Grori's Deep,27.50,Unknowable Mindsilver,210.00,174.90,159.00,36729.0000,33390.0000,89401.72500000,10/11/2017 @ 12:00:00 AM
30980,"Rouge, Tombreaper",Mahyrst Keep,31.30,Foulopal Copper Of The Skies,228.00,221.83,221.83,50577.2400,50577.2400,132815.83224000,10/11/2007 @ 12:00:00 AM
4128,"Bedlam, Spiritraven",The Tomb of Hellish Ruin,33.00,Primordial Plague Mercury Of Legend,368.00,1150.79,67.00,423490.7200,24656.0000,596035.13760000,10/11/2007 @ 12:00:00 AM
4229,Spikerivet,The Forsaken Delve of Lord Greywulf,15.62,Timeiron,190.00,3255.00,-14.77,618450.0000,-2806.3000,711807.24594000,10/11/2007 @ 12:00:00 AM
27530,"Melcha, Goddess of Thieves",The Pirate's Pipe,16.94,Sprites' Transcendent Mud Lead Of The South,314.00,3338.65,267.08,1048336.1000,83863.1200,1323993.76786800,10/11/2007 @ 12:00:00 AM
13401,"Finarfin, God of Protection",The Lewd King,41.80,Nymphs' Luminous Rotmercury Of The Skies,87.00,335.50,369.05,29188.5000,32107.3500,86917.51530000,10/11/2007 @ 12:00:00 AM
2133,"Shiverflame, The Freezer",Pewold Keep,29.00,Magic Adamant,129.00,-190.00,72.13,-24510.0000,9304.7700,-19614.74670000,10/11/2007 @ 12:00:00 AM
37552,Spikecrank,The Greedy Wench,13.31,Stone Soulsteel Of The Skies,218.00,453.31,453.31,98821.5800,98821.5800,223949.46459600,10/11/2007 @ 12:00:00 AM
26867,Metalghoul,Khali's Delve,1.30,Muck Orichalcum Of Ogres,45.00,143.37,130.34,6451.6500,5865.3000,12477.07035000,10/11/2007 @ 12:00:00 AM
