OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total, Last Revised
12417,"Dagger, Reaper",Gifeld Castle,27.28,Emerald Orichalcum,189.00,1957.00,129.81,369873.0000,24534.0900,502001.34415200,10/12/2008 @ 12:00:00 AM
37810,"Tiger, Mistmidnight",The Greedy Wench,13.31,Ghouls' Imperial Soulzephyr Mithril Of The Seas,241.00,318.23,318.23,76693.4300,76693.4300,173802.65106600,10/12/2008 @ 12:00:00 AM
35289,"Lance, Knightseraph",The Nulukkhath Spires,28.99,Lycanthropes' Gold,161.00,449.88,408.98,72430.6800,65845.7800,178362.80575400,10/12/2008 @ 12:00:00 AM
36669,"Lord, Mystery",The Fen of the Necromancer,32.21,Grayplatinum,94.00,2548.00,115.43,239512.0000,10850.4200,331004.15548200,10/12/2008 @ 12:00:00 AM
22028,"Lord, Mystery",The Tomb of Hellish Ruin,36.30,Shadowhell Mithril,170.00,462.21,420.19,78575.7000,71432.3000,204460.90400000,10/12/2008 @ 12:00:00 AM
12930,"Flameflare, The Evil",Archfane District,15.29,Incubi's Iron Of The Dawn,175.00,174.99,174.99,30623.2500,30623.2500,70611.08985000,10/12/2008 @ 12:00:00 AM
10374,"Ingwenel, God of War",The Bastion of the Vampire Duke,37.90,Fairies' Supreme Mistsmoke Lead Of The Future,121.00,2622.69,454.30,317345.4900,54970.3000,513423.47441000,10/12/2008 @ 12:00:00 AM
9407,Deathbrood,The Lost Crypts of Sorrows,2.20,Meteoric Mirrormuck Orichalcum Of The Forests,150.00,491.62,368.50,73743.0000,55275.0000,131856.39600000,10/12/2008 @ 12:00:00 AM
204,"Alas, Lord of Plague",The Bastion of the Lich Tyrant,4.87,Rot Silver Of The Past,59.00,2998.00,248.74,176882.0000,14675.6600,200886.51804200,10/12/2008 @ 12:00:00 AM
19873,"Shadow, Gust",The Lewd King,45.98,Magicians' Legendary Poison Metal,101.00,-52.81,-48.01,-5333.8100,-4849.0100,-14864.88063600,10/12/2008 @ 12:00:00 AM
403,"Boltcrank, The Trapper",The Flying Witch,5.16,Warlocks' Timerot Mithril,177.00,725.00,176.95,128325.0000,31320.1500,167882.83974000,10/12/2008 @ 12:00:00 AM
8800,"Claw, Mist",Love Keep,40.56,Unknown Fatelightning Steel Of The Glacier,300.00,119.90,131.89,35970.0000,39567.0000,106174.80720000,10/12/2008 @ 12:00:00 AM
6272,"Rouge, Roguemist",The Chuallanto Jungle,10.00,Hidden Shadowice Lead,304.00,3068.90,-15.00,932945.6000,-4560.0000,1021224.16000000,10/12/2008 @ 12:00:00 AM
17660,Bronzespike,Hartshill Ward,48.75,Poison Adamant,188.00,110.96,100.87,20860.4800,18963.5600,59238.25950000,10/12/2008 @ 12:00:00 AM
30758,"Slayer, Claw",The Broken Arrow,17.60,Ensorceled Sandmetal Of Spirits,41.00,85.18,77.44,3492.3800,3175.0400,7840.88592000,10/12/2008 @ 12:00:00 AM
27292,Bronzespawn,The Bastion of Gothmog of Udun,-2.42,Sprites' Transcendent Mud Lead Of The South,326.00,3338.65,267.08,1088399.9000,87068.0800,1147021.65488400,10/12/2008 @ 12:00:00 AM
966,Wheelspawn,The Fen of the Necromancer,20.00,Starlight Pearldream Bronze,117.00,-494.37,67.00,-57841.2900,7839.0000,-60002.74800000,10/12/2008 @ 12:00:00 AM
15460,"Burnbrood, The Freezer",The Dungeon of Merciless Woe,3.61,Imperial Fate Steel,149.00,419.10,381.00,62445.9000,56769.0000,123518.55789000,10/12/2008 @ 12:00:00 AM
27650,"Spiketerror, The Skeletal",The Bastion of Gothmog of Udun,-2.42,Unknown Fatelightning Steel Of The Glacier,302.00,145.08,159.59,43814.1600,48196.1800,89783.68977200,10/12/2008 @ 12:00:00 AM
2136,"Bane, Veil",Pewold Keep,29.00,Spectres' Shadowy Terrorglow Adamant Of Life,172.00,-297.62,175.08,-51190.6400,30113.7600,-27189.17520000,10/12/2008 @ 12:00:00 AM
26807,"Sephiroth, Drakecaster",Reheath Stronghold,39.60,Heavenly Dreamsilver Of The Night,158.00,719.00,314.60,113602.0000,49706.8000,227979.08480000,10/12/2008 @ 12:00:00 AM
