OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total, Last Revised
24326,"Baltha, Goddess of Knowledge",Eved Castle,30.80,Ensorceled Sandmetal Of Spirits,179.00,85.18,77.44,15247.2200,13861.7600,38074.54584000,07/12/2008 @ 12:00:00 AM
13863,"Song, Runetomb",The Lewd King,41.80,Primordial Plague Mercury Of Legend,161.00,73.70,67.00,11865.7000,10787.0000,32121.52860000,07/12/2008 @ 12:00:00 AM
23159,"Snarepiston, The Mechanical",Reheath Stronghold,39.60,Forgotten Mithril,226.00,545.71,496.10,123330.4600,112118.6000,328686.88776000,07/12/2008 @ 12:00:00 AM
34062,"Lionare, God of the Lost",Mahyrst Keep,31.30,Toxic Mistlead Of The Past,208.00,435.67,396.06,90619.3600,82380.4800,227148.78992000,07/12/2008 @ 12:00:00 AM
34538,"Blazeflare, The Cremator",Barad Kesa,6.17,Sprites' Transcendent Mud Lead Of The South,242.00,3338.65,267.08,807953.3000,64633.3600,926425.25692200,07/12/2008 @ 12:00:00 AM
33354,Metalbrood,The Archer and Scroll,60.12,Fairies' Supreme Mistsmoke Lead Of The Future,216.00,499.73,549.70,107941.6800,118735.2000,362955.02025600,07/12/2008 @ 12:00:00 AM
10712,Evilbrood,Kada's Deep,7.65,Phantasmal Smokezephyr Mercury Of Men,50.00,211.20,192.00,10560.0000,9600.0000,21702.24000000,07/12/2008 @ 12:00:00 AM
21741,Ironbrood,North Arcanist's Farthing,3.03,Starsmoke Bronze Of Life,358.00,-438.00,420.81,-156804.0000,150649.9800,-6340.48680600,07/12/2008 @ 12:00:00 AM
33992,Ironbrood,The Bastion of the Lich Tyrant,8.64,Unspeakable Rotsoul Mithril Of Souls,272.00,370.26,336.60,100710.7200,91555.2000,208877.69548800,07/12/2008 @ 12:00:00 AM
29048,"Fate, Seeker",The Citadel of Alammius,32.67,Stone Soulsteel Of The Skies,77.00,453.31,412.10,34904.8700,31731.7000,88406.73741900,07/12/2008 @ 12:00:00 AM
31425,"Song, Runetomb",The Bastion of Gothmog of Udun,-2.66,Pearl Mirrorice Steel Of Changelings,282.00,365.42,365.42,103048.4400,103048.4400,200614.70299200,07/12/2008 @ 12:00:00 AM
29266,Metalbrood,The Nulukkhath Spires,28.99,Unknown Fatelightning Steel Of The Glacier,262.00,145.08,159.59,38010.9600,41812.5800,102964.38424600,07/12/2008 @ 12:00:00 AM
8641,"Dawn, Darkzealot",Barad Kesa,5.10,Meteoric Mirrormuck Orichalcum Of The Forests,172.00,491.62,368.50,84558.6400,63382.0000,155485.61264000,07/12/2008 @ 12:00:00 AM
5063,"Finarfin, God of Protection",The Fortress of Gama,3.00,Phantasmal Tin Of The Swamps,286.00,3207.64,305.00,917385.0400,87230.0000,1034753.49120000,07/12/2008 @ 12:00:00 AM
16991,"Nettool, The Grasping",North Arcanist's Farthing,2.75,Incubi's Glittering Tin Of The Future,260.00,192.96,212.26,50169.6000,55187.6000,108254.52300000,07/12/2008 @ 12:00:00 AM
27670,"Melcha, Goddess of Thieves",The Pirate's Pipe,16.94,Sprites' Transcendent Mud Lead Of The South,80.00,3338.65,267.08,267092.0000,21366.4000,337323.25296000,07/12/2008 @ 12:00:00 AM
26425,"Maglioneth, Lord of the Sun",Archfane District,15.29,Toxic Mistlead Of The Past,323.00,396.06,396.06,127927.3800,127927.3800,294974.95280400,07/12/2008 @ 12:00:00 AM
25510,"Lance, Knightseraph",Kada's Deep,8.42,Ghostly Soul Adamant,143.00,414.70,377.00,59302.1000,53911.0000,122745.64302000,07/12/2008 @ 12:00:00 AM
14802,"Scarechain, The Unspeakable",The Fortress of Akkun the Grim,27.03,Primordial Plague Mercury Of Legend,210.00,73.70,67.00,15477.0000,14070.0000,37533.55410000,07/12/2008 @ 12:00:00 AM
4859,"Rouge, Roguemist",Pawic Keep,31.90,Incubi's Iron Of The Dawn,160.00,-431.08,159.08,-68972.8000,25452.8000,-57402.88000000,07/12/2008 @ 12:00:00 AM
4912,"Penur, Lord of the Sea",The Lost Crypts of Sorrows,2.20,Unknowable Mindsilver,177.00,174.90,159.00,30957.3000,28143.0000,60400.50660000,07/12/2008 @ 12:00:00 AM
