OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total, Last Revised
3921,"Roguemist, Rouge",The Broken Shield,12.00,Mind Lead,6.00,756.00,199.17,4536.0000,1195.0200,6418.74240000,09/25/2018 @ 12:00:00 AM
35691,"God of Death, Avriel",The Nulukkhath Spires,28.99,Vampires' Fang Emeraldsilver,195.00,2033.69,88.92,396569.5500,17339.4000,533901.15460500,09/25/2018 @ 12:00:00 AM
22381,"God of Death, Selik",The Nulukkhath Spires,28.99,Fleshshock Mercury,338.00,-31.02,-28.20,-10484.7600,-9531.6000,-25819.10276400,09/25/2018 @ 12:00:00 AM
10630,"The Disinterred, Spikebrood",Arcanist's Farthing,29.00,Dragons' Poison Glitterflesh Steel Of The North,232.00,742.00,75.00,172144.0000,17400.0000,244511.76000000,09/25/2018 @ 12:00:00 AM
22783,"Tsunami, Seraphim",The Tower of Sabiesu the Awesome,10.00,Warlocks' Timerot Mithril,224.00,194.65,176.95,43601.6000,39636.8000,91562.24000000,09/25/2018 @ 12:00:00 AM
21524,Emberspawn,Reyny Keep,-3.35,Starsmoke Bronze Of Life,192.00,-438.00,420.81,-84096.0000,80795.5200,-3189.91392000,09/25/2018 @ 12:00:00 AM
30212,"Ivycaster, Fate",The Greedy Wench,13.31,White Platinum,79.00,101.02,91.84,7980.5800,7255.3600,17263.84361400,09/25/2018 @ 12:00:00 AM
4184,"Goddess of Law, Eumyan",The Khazahol Crags,20.68,Trolls' Rubymercury Of The Sunset,225.00,2733.00,443.00,614925.0000,99675.0000,862379.28000000,09/25/2018 @ 12:00:00 AM
14225,Flameshiver,The Secret Catacombs of Ulfang the Black,28.82,Phantasmal Smokezephyr Mercury Of Men,175.00,211.20,192.00,36960.0000,33600.0000,90895.39200000,09/25/2018 @ 12:00:00 AM
15522,"The Binder, Springpulley",The Dungeon of Merciless Woe,3.61,Sirens' Rockgold,286.00,306.13,306.13,87553.1800,87553.1800,181427.69959600,09/25/2018 @ 12:00:00 AM
5822,"Brand, Lightning",Reheath Stronghold,39.60,Mind Lead,315.00,219.09,199.17,69013.3500,62738.5500,183925.65240000,09/25/2018 @ 12:00:00 AM
36010,"Roguemist, Rouge",The Fortress of the Lich Queen,22.79,Violetdream Iron,155.00,502.13,502.13,77830.1500,77830.1500,191135.28237000,09/25/2018 @ 12:00:00 AM
3489,"God of Fate, Sielach",The Forsaken Hive of Galima the Mighty,0.39,Unknown Fatelightning Steel Of The Glacier,345.00,119.90,109.00,41365.5000,37605.0000,79278.48495000,09/25/2018 @ 12:00:00 AM
25638,"Wind, Maverick",Kada's Deep,8.42,Primordial Mud Orichalcum,91.00,1113.00,20.57,101283.0000,1871.8700,111840.51005400,09/25/2018 @ 12:00:00 AM
