OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total, Last Revised
37835,"The Skeletal, Spiketerror",The Greedy Wench,13.31,Ghouls' Imperial Soulzephyr Mithril Of The Seas,227.00,318.23,318.23,72238.2100,72238.2100,163706.23150200,11/11/2017 @ 12:00:00 AM
23301,"Dawn, Tarot",The Lewd King,45.98,Planar Mudtin Of Trolls,197.00,191.40,174.00,37705.8000,34278.0000,105081.95124000,11/11/2017 @ 12:00:00 AM
24816,Spikesnare,Bifar's Deep,12.21,Foul Ice Bronze Of Life,161.00,292.82,266.20,47144.0200,42858.2000,100991.49106200,11/11/2017 @ 12:00:00 AM
34172,"Wolf, Jericho",Mahyrst Keep,31.30,Poison Adamant,161.00,110.96,100.87,17864.5600,16240.0700,44779.37919000,11/11/2017 @ 12:00:00 AM
21128,"Amberslayer, Flora",Gena's Hold,5.85,Poison Adamant,176.00,110.96,100.87,19528.9600,17753.1200,39463.08168000,11/11/2017 @ 12:00:00 AM
34449,"God of Animals, Byzou",Barad Cune,49.21,Swordbronze,252.00,403.29,366.63,101629.0800,92390.7600,289497.00326400,11/11/2017 @ 12:00:00 AM
33334,Spikespawn,The Archer and Scroll,60.12,Undeads' Mind Orichalcum Of The Twilight,162.00,1169.00,364.69,189378.0000,59079.7800,397830.59733600,11/11/2017 @ 12:00:00 AM
9216,"Drakecaster, Sephiroth",The Lost Crypts of Sorrows,2.20,Planar Mudtin Of Trolls,60.00,191.40,174.00,11484.0000,10440.0000,22406.32800000,11/11/2017 @ 12:00:00 AM
9270,"Godwarlock, Sunrise",The Black Barrow of Bery,19.80,Djinni's Spectral Shadowlead Of Life,166.00,1718.00,259.12,285188.0000,43013.9200,393185.90016000,11/11/2017 @ 12:00:00 AM
18264,"Dawn, Tarot",The Citadel of Alammius,29.70,Spirits' Living Wordhammer Tin Of The Trees,121.00,141.57,128.70,17129.9700,15572.7000,42415.36299000,11/11/2017 @ 12:00:00 AM
28331,"Tombreaper, Rouge",The Bastion of the Vampire Duke,45.86,Stone Soulsteel Of The Skies,114.00,453.31,412.10,51677.3400,46979.4000,143900.72096400,11/11/2017 @ 12:00:00 AM
7950,"God of Fate, Uriel",The Hunter and Rose,39.60,Lycanthropes' Gold,213.00,371.80,338.00,79193.4000,71994.0000,211057.61040000,11/11/2017 @ 12:00:00 AM
5363,"Mystery, Lord",The Cracked Chalice,-4.81,Negative Rockglitter Mercury Of Trolls,328.00,3502.00,194.70,1148656.0000,63861.6000,1154195.50344000,11/11/2017 @ 12:00:00 AM
6776,"Roguemist, Rouge",Khali's Delve,1.18,Shadowhell Mithril,231.00,462.21,420.19,106770.5100,97063.8900,206239.64592000,11/11/2017 @ 12:00:00 AM
28717,"Spiritraven, Bedlam",Barad Cune,49.21,Stone Soulsteel Of The Skies,248.00,453.31,412.10,112420.8800,102200.8000,320237.00872800,11/11/2017 @ 12:00:00 AM
3282,"Seeker, Fate",The Tomb of Gothmog of Udun,11.00,Zephyr Adamant,142.00,481.77,-40.13,68411.3400,-5698.4600,69611.29680000,11/11/2017 @ 12:00:00 AM
25308,Spikecrank,The Fortress of the Lich Queen,20.72,Djinni's Mind Fogiron,89.00,57.23,57.23,5093.4700,5093.4700,12297.67396800,11/11/2017 @ 12:00:00 AM
3602,"Lord of Nightmares, Iran",The Forsaken Hive of Galima the Mighty,0.39,Timeiron,240.00,3255.00,-14.77,781200.0000,-3544.8000,780688.05528000,11/11/2017 @ 12:00:00 AM
