OrderNumber,CustomerName,State,TaxRate,ProductType,Area,CostPerSquareFoot,LaborCostPerSquareFoot,MaterialCost,LaborCost,Tax,Total, Last Revised
23095,Beamtrap,Reheath Stronghold,39.60,Fleshshock Mercury,169.00,-31.02,-28.20,-5242.3800,-4765.8000,-13971.41928000,03/20/2017 @ 12:00:00 AM
36476,"Lady of Fire, Nelalwe",The Fen of the Necromancer,32.21,Vampires' Hammer Emeraldmetal,91.00,93.70,85.18,8526.7000,7751.3800,21521.24956800,03/20/2017 @ 12:00:00 AM
3984,"Lonedrake, Clash",The Broken Shield,12.00,Mind Lead,163.00,756.00,199.17,123228.0000,32464.7100,174375.83520000,03/20/2017 @ 12:00:00 AM
20228,"Roguemist, Rouge",Eved Castle,30.80,Unknowable Mindsilver,308.00,174.90,174.90,53869.2000,53869.2000,140921.82720000,03/20/2017 @ 12:00:00 AM
33626,"The Living Device, Mecharig",The Archer and Scroll,60.12,Mind Lead,300.00,241.00,219.09,72300.0000,65727.0000,221008.83240000,03/20/2017 @ 12:00:00 AM
9633,"Spiritraven, Bedlam",Gifeld Castle,27.28,Emerald Orichalcum,309.00,1957.00,118.01,604713.0000,36465.0900,816091.47295200,03/20/2017 @ 12:00:00 AM
30213,"Seeker, Fate",The Tower of Sabiesu the Awesome,10.00,White Platinum,141.00,101.02,91.84,14243.8200,12949.4400,29912.58600000,03/20/2017 @ 12:00:00 AM
230,"Anchor, Rose",Eved Castle,28.00,Warlocks' Timerot Mithril,331.00,725.00,176.95,239975.0000,58570.4500,382138.17600000,03/20/2017 @ 12:00:00 AM
18782,"Goddess of the Earth, Gono",Gifeld Castle,33.01,Toxic Mistlead Of The Past,179.00,396.06,396.06,70894.7400,70894.7400,188594.18734800,03/20/2017 @ 12:00:00 AM
15019,Ironbrood,The Secret Catacombs of Ulfang the Black,28.82,Mind Lead,372.00,241.00,219.09,89652.0000,81501.4800,220479.91293600,03/20/2017 @ 12:00:00 AM
30759,"Drakecaster, Sephiroth",The Tower of Sabiesu the Awesome,10.00,Ensorceled Sandmetal Of Spirits,57.00,85.18,77.44,4855.2600,4414.0800,10196.27400000,03/20/2017 @ 12:00:00 AM
15390,Beamtrap,The Fortress of Asmamur,-2.66,Shadowhell Mithril,179.00,462.21,420.19,82735.5900,75214.0100,153748.14064000,03/20/2017 @ 12:00:00 AM
37114,"Godwarlock, Sunrise",The Greedy Wench,13.31,Ghouls' Imperial Soulzephyr Mithril Of The Seas,143.00,318.23,318.23,45506.8900,45506.8900,103127.71411800,03/20/2017 @ 12:00:00 AM
13465,"The Grasping, Beamsprocket",The Bastion of the Vampire Duke,37.90,Warlocks' Timerot Mithril,215.00,725.00,176.95,155875.0000,38044.2500,267414.64575000,03/20/2017 @ 12:00:00 AM
